NtsbNo;EventDate;City;State;HighestInjuryLevel;FatalInjuryCount;SeriousInjuryCount;MinorInjuryCount;OnboardInjuryCount;OnGroundInjuryCount;Latitude;Longitude;Make;Model;AirCraftCategory;EngineType;AirCraftDamage;WeatherCondition;Operator;BroadPhaseofFlight;Year;Month;Quarter;YearMonth;TotalInjuries;OperationSegment
GAA16CA332;2016-06-23 06:40:00+00:00;Lazbuddie;Texas;None;0,0;0,0;0,0;0,0;0,0;34,45639;-102,556114;THRUSH AIRCRAFT;S2R;AIR;TP;Substantial;VMC;WILBUR ELLIS CO.;Maneuvering;2016;6;2;2016-06;0,0;Aerial Work
GAA16CA347;2016-06-22 16:15:00+00:00;Burnet;Texas;None;0,0;0,0;0,0;0,0;0,0;30,747222;-98,234443;PIPER;PA 12;AIR;REC;Substantial;VMC;;Approach;2016;6;2;2016-06;0,0;Instructional
CEN16LA229;2016-06-22 11:30:00+00:00;Humansville;Missouri;Minor;0,0;0,0;2,0;2,0;0,0;37,811389;-93,584724;CESSNA;182P;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;2,0;Other / Unknown
WPR16LA129;2016-06-22 08:00:00+00:00;Brigham City;Utah;None;0,0;0,0;0,0;0,0;0,0;41,190555;-112,007774;BURKES;BR-1;AIR;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;0,0;Personal
GAA16CA330;2016-06-21 21:30:00+00:00;Clearlake Oaks;California;Minor;0,0;0,0;1,0;1,0;0,0;39,025276;-122,662223;CESSNA;152;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;1,0;Personal
CEN16LA231;2016-06-21 19:47:00+00:00;Blaine;Minnesota;None;0,0;0,0;0,0;0,0;0,0;45,145;-93,210281;CESSNA;182Q;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA361;2016-06-21 13:30:00+00:00;Lancaster;Ohio;None;0,0;0,0;0,0;0,0;0,0;39,755554;-82,657218;CESSNA;172;AIR;REC;Substantial;VMC;SUNDOWNER AVIATION LLC;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA339;2016-06-21 11:00:00+00:00;Princeton;California;Minor;0,0;0,0;1,0;1,0;0,0;39,404998;-122,01583;HUGHES;269B;HELI;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;1,0;Aerial Work
GAA16CA527;2016-06-20 17:58:00+00:00;Farmingdale;New York;None;0,0;0,0;0,0;0,0;0,0;40,728889;-73,41333;SWEARINGEN;SA226;AIR;TJ;Substantial;VMC;PONDEROSA AIR LLC;Landing;2016;6;2;2016-06;0,0;Instructional
ERA16LA224;2016-06-20 14:45:00+00:00;Honesdale;Pennsylvania;None;0,0;0,0;0,0;0,0;0,0;41,509445;-75,250831;CESSNA;172P;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;0,0;Personal
ERA16LA226;2016-06-20 12:40:00+00:00;Dayton;Tennessee;Serious;0,0;1,0;0,0;1,0;0,0;35,523612;-85,091941;ROCKWELL INTERNATIONAL;112A;AIR;REC;Substantial;VMC;JKM ENTERPRISES INC;;2016;6;2;2016-06;1,0;Personal
GAA16CA341;2016-06-20 10:30:00+00:00;Freemont Island;Utah;None;0,0;0,0;0,0;0,0;0,0;41,154724;-112,330001;BELLANCA;8KCAB;AIR;REC;Substantial;VMC;Bountiful Flight;Landing;2016;6;2;2016-06;0,0;Instructional
CEN16LA225;2016-06-19 22:32:00+00:00;Houston;Texas;Serious;0,0;1,0;0,0;1,0;0,0;29,732221;-95,335556;PIPER;PA 24;AIR;REC;Substantial;VMC;;Approach;2016;6;2;2016-06;1,0;Personal
CEN16LA227;2016-06-19 20:45:00+00:00;Bowie;Texas;None;0,0;0,0;0,0;0,0;0,0;33,601665;-97,775558;PIPER;PA 28R-200;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;0,0;Personal
ANC16LA034;2016-06-19 15:25:00+00:00;Homer;Alaska;None;0,0;0,0;0,0;0,0;0,0;59,76361;-151,324996;DE HAVILLAND;DHC3;AIR;TP;Substantial;VMC;;Enroute;2016;6;2;2016-06;0,0;Instructional
ERA16CA218;2016-06-19 15:00:00+00:00;Block Island;Rhode Island;None;0,0;0,0;0,0;0,0;0,0;41,167778;-71,58361;PIPER;PA32;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
CEN16LA222;2016-06-19 14:40:00+00:00;Henley;Missouri;Serious;0,0;2,0;0,0;2,0;0,0;38,343055;-92,244445;NORTH AMERICAN;AT-6D;AIR;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;2,0;Personal
WPR16FA126;2016-06-19 11:49:00+00:00;Hayward;California;Fatal;1,0;0,0;0,0;1,0;0,0;37,605556;-122,035278;PIPER;PA 23-150;AIR;REC;Destroyed;VMC;;Enroute;2016;6;2;2016-06;1,0;Personal
CEN16LA223;2016-06-18 14:11:00+00:00;Colorado Springs;Colorado;Minor;0,0;0,0;3,0;3,0;0,0;38,797779;-104,461387;CIRRUS DESIGN;SR22;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;3,0;Instructional
ERA16CA246;2016-06-18 13:28:00+00:00;Clifton;Tennessee;None;0,0;0,0;0,0;0,0;0,0;35,42361;-85,730834;MOONEY;M20;AIR;REC;Substantial;IMC;;Enroute;2016;6;2;2016-06;0,0;Personal
ERA16LA217;2016-06-18 12:35:00+00:00;Westerly;Rhode Island;Minor;0,0;0,0;1,0;1,0;0,0;41,319442;-71,809165;BEECH;P35;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;1,0;Personal
GAA16CA322;2016-06-18 09:30:00+00:00;Marion;Wisconsin;Serious;0,0;1,0;0,0;1,0;0,0;44,670833;-88,889167;MARKS STEVEN;CHALLENGER;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;1,0;Personal
WPR16LA128;2016-06-18 08:15:00+00:00;Prescott;Arizona;Minor;0,0;0,0;1,0;1,0;0,0;34,668888;-112,404441;BEECH;C23;AIR;REC;Substantial;VMC;PARKER JOYCE A;Enroute;2016;6;2;2016-06;1,0;Personal
GAA16CA331;2016-06-17 20:45:00+00:00;Salina;Kansas;None;0,0;0,0;0,0;0,0;0,0;38,789165;-97,660835;BEECH;F33;AIR;REC;Substantial;VMC;KANSAS STATE UNIVERSITY SALINA;Landing;2016;6;2;2016-06;0,0;Instructional
CEN16LA230;2016-06-17 20:40:00+00:00;Gardner;Kansas;None;0,0;0,0;0,0;0,0;0,0;38,806667;-94,956665;GLAESER;NIEUPORT 11;AIR;REC;Substantial;VMC;Pilot;Approach;2016;6;2;2016-06;0,0;Personal
GAA16CA342;2016-06-17 19:40:00+00:00;Cuddybackville;New York;None;0,0;0,0;0,0;0,0;0,0;41,467224;-74,593887;SCHLEICHER;ASW 28;GLI;;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA328;2016-06-17 18:45:00+00:00;McAllen;Texas;None;0,0;0,0;0,0;0,0;0,0;26,176944;-98,241111;AIRBUS;AS350;HELI;TS;Substantial;VMC;US DEPARTMENT OF HOMELAND SECURITY;Takeoff;2016;6;2;2016-06;0,0;Other / Unknown
GAA16CA326;2016-06-17 18:30:00+00:00;Cummings;North Dakota;None;0,0;0,0;0,0;0,0;0,0;47,484165;-97,074996;SCHWEIZER AIRCRAFT;G 164;AIR;TP;Substantial;VMC;SKY TRACTOR LLC;Landing;2016;6;2;2016-06;0,0;Aerial Work
ERA16LA225;2016-06-17 17:09:00+00:00;Punta Gorda;Florida;None;0,0;0,0;0,0;0,0;0,0;26,918888;-81,990837;PIPER;PA 28-236;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA324;2016-06-17 14:30:00+00:00;Palmer;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,348609;-148,528884;CESSNA;170;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;0,0;Personal
GAA16LA325;2016-06-17 14:00:00+00:00;Brainerd;Minnesota;None;0,0;0,0;0,0;0,0;0,0;46,314445;-94,537223;MD HELICOPTER;369E;HELI;TS;Substantial;VMC;Minnesota Department of Natural Resources;Enroute;2016;6;2;2016-06;0,0;Other / Unknown
ERA16LA216;2016-06-17 12:45:00+00:00;Chatham;Massachusetts;Serious;0,0;2,0;0,0;2,0;0,0;41,71389;-69,98278;ROBINSON;R44;HELI;REC;Substantial;VMC;RYAN ROTORS INC;Maneuvering;2016;6;2;2016-06;2,0;Aerial Work
ANC16LA032;2016-06-17 12:00:00+00:00;Goodnews Bay;Alaska;Serious;0,0;1,0;0,0;1,0;0,0;59,23611;-161,716949;CESSNA;207;AIR;REC;Substantial;IMC;RENFROS ALASKAN ADVENTURES INC;Enroute;2016;6;2;2016-06;1,0;Aerial Work
GAA16CA323;2016-06-17 11:05:00+00:00;Reedsburg;Wisconsin;Minor;0,0;0,0;2,0;2,0;0,0;43,531665;-89,982223;MOONEY;M20;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;2,0;Personal
GAA16CA327;2016-06-17 07:45:00+00:00;Craig;Colorado;None;0,0;0,0;0,0;0,0;0,0;40,494998;-107,523056;CESSNA;R172;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA504;2016-06-16 14:45:00+00:00;Immokalee;Florida;None;0,0;0,0;0,0;0,0;0,0;26,43111;-81,404998;CESSNA;152;AIR;REC;Substantial;VMC;Dean International Inc.;Takeoff;2016;6;2;2016-06;0,0;Instructional
ERA16CA222;2016-06-16 13:15:00+00:00;Lenoir;North Carolina;None;0,0;0,0;0,0;0,0;0,0;35,944442;-81,489997;CESSNA;172M;AIR;REC;Substantial;VMC;LENOIR AVIATION CLUB INC;Landing;2016;6;2;2016-06;0,0;Instructional
CEN16FA220;2016-06-16 11:06:00+00:00;Madison;Indiana;Fatal;1,0;0,0;0,0;1,0;0,0;38,746387;-85,470558;PIPER;PA-38-112;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;1,0;Personal
ERA16LA220;2016-06-16 08:55:00+00:00;Gorham;New Hampshire;None;0,0;0,0;0,0;0,0;0,0;44,395;-71,204444;CHAMPION;7AC;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;0,0;Personal
ERA16FA215;2016-06-16 08:30:00+00:00;State College;Pennsylvania;Fatal;2,0;0,0;0,0;2,0;0,0;40,842777;-77,842498;PIPER;PA31;AIR;REC;Destroyed;IMC;AERONATIONAL INC;Approach;2016;6;2;2016-06;2,0;Commercial Non-Scheduled
GAA16CA320;2016-06-15 21:40:00+00:00;Santa Fe;New Mexico;None;0,0;0,0;0,0;0,0;0,0;35,582221;-106,105834;BEECH;77;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;0,0;Personal
GAA16CA321;2016-06-15 18:30:00+00:00;Delhi;Louisiana;None;0,0;0,0;0,0;0,0;0,0;32,295833;-91,54;AIR TRACTOR;AT 502;AIR;TP;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Aerial Work
CEN16LA221;2016-06-15 14:30:00+00:00;Sealy;Texas;Minor;0,0;0,0;2,0;2,0;0,0;29,733333;-96,059165;FLIGHT DESIGN GMBH;CTSW HXB;AIR;REC;Destroyed;VMC;;Initial Climb;2016;6;2;2016-06;2,0;Instructional
CEN16FA224;2016-06-15 14:02:00+00:00;Creede;Colorado;Fatal;3,0;0,0;0,0;3,0;0,0;37,822223;-106,906112;CESSNA;320E;AIR;REC;Destroyed;VMC;Rocky Mountain Aerial Surveys;Enroute;2016;6;2;2016-06;3,0;Aerial Work
WPR16LA125;2016-06-14 15:50:00+00:00;Bishop;California;None;0,0;0,0;0,0;0,0;0,0;37,327777;-118,397224;BELL;206;HELI;TS;Substantial;VMC;;Enroute;2016;6;2;2016-06;0,0;Personal
CEN16LA249;2016-06-14 09:45:00+00:00;Port Lavaca;Texas;None;0,0;0,0;0,0;0,0;0,0;28,659721;-96,435279;AERO COMMANDER;100 180;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;0,0;Personal
GAA16CA317;2016-06-13 16:40:00+00:00;McMinnville;Oregon;Minor;0,0;0,0;2,0;2,0;0,0;45,225833;-123,115554;RYAN;NAVION;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;2,0;Personal
GAA16CA318;2016-06-13 11:10:00+00:00;Ajo;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,129165;-113,485832;EUROCOPTER;EC120;HELI;TS;Substantial;VMC;DEPARTMENT OF HOMELAND SECURITY;Standing;2016;6;2;2016-06;0,0;Other / Unknown
CEN16FA216;2016-06-13 09:57:00+00:00;Rockville;Indiana;Fatal;2,0;0,0;0,0;2,0;0,0;39,738887;-87,219444;CESSNA;150F;AIR;REC;Destroyed;VMC;;Initial Climb;2016;6;2;2016-06;2,0;Personal
GAA16CA385;2016-06-12 20:00:00+00:00;Munday;Texas;None;0,0;0,0;0,0;0,0;0,0;33,468334;-99,586112;ROCKWELL INTERNATIONAL;114;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;0,0;Personal
ERA16LA212;2016-06-12 19:31:00+00:00;Taylorsville;Kentucky;Serious;0,0;1,0;0,0;1,0;0,0;38,072223;-85,233886;PIPER;PA28RT;AIR;REC;Destroyed;VMC;;Takeoff;2016;6;2;2016-06;1,0;Personal
DCA16CA202;2016-06-12 16:45:00+00:00;Jamaica;New York;Serious;0,0;1,0;0,0;1,0;0,0;40,644165;-73,787223;AIRBUS;A321 231;AIR;TF;;VMC;American Airlines;Enroute;2016;6;2;2016-06;1,0;Commercial Scheduled
CEN16FA215;2016-06-12 15:30:00+00:00;Jonesboro;Arkansas;Fatal;1,0;0,0;0,0;1,0;0,0;35,826389;-90,549163;ROBINSON;R44 II;HELI;REC;Destroyed;VMC;;Maneuvering;2016;6;2;2016-06;1,0;Personal
ERA16CA227;2016-06-12 14:30:00+00:00;Maysville;West Virginia;None;0,0;0,0;0,0;0,0;0,0;39,073055;-79,259445;PEZETEL;SZD 48-1JANTAR STD 2;GLI;;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;0,0;Personal
GAA16CA310;2016-06-12 08:35:00+00:00;Greers Ferry;Arkansas;Minor;0,0;0,0;2,0;2,0;0,0;35,525833;-92,166664;CONSOLIDATED AERONAUTICS;LAKE LA 4;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;2,0;Personal
GAA16CA319;2016-06-12 07:50:00+00:00;Denton;Montana;None;0,0;0,0;0,0;0,0;0,0;47,320835;-109,941947;AMERICAN;AA 1;AIR;REC;Substantial;VMC;KH AIRCRAFT LLC;Takeoff;2016;6;2;2016-06;0,0;Personal
GAA16CA313;2016-06-12 07:45:00+00:00;Cairo;Illinois;None;0,0;0,0;0,0;0,0;0,0;37,064167;-89,219444;AIR TRACTOR;AT 802;AIR;TP;Substantial;VMC;THOMPSON FLYING SERVICE LLC;Takeoff;2016;6;2;2016-06;0,0;Aerial Work
GAA16CA307;2016-06-11 19:30:00+00:00;Valparaiso;Indiana;None;0,0;0,0;0,0;0,0;0,0;41,452499;-87,006942;LUSCOMBE;8;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
CEN16LA218;2016-06-11 17:36:00+00:00;East St. Louis;Illinois;None;0,0;0,0;0,0;0,0;0,0;38,616664;-90,133331;AERONCA;7AC;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;0,0;Personal
ANC16CA031;2016-06-11 13:00:00+00:00;Fairbanks;Alaska;None;0,0;0,0;0,0;0,0;0,0;64,089996;-148,080001;MAULE;M 6-235;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
ERA16FA208;2016-06-11 12:46:00+00:00;Collegedale;Tennessee;Fatal;3,0;1,0;0,0;4,0;0,0;35,0475;-85,018058;MOONEY;M20E;AIR;REC;Substantial;VMC;;Approach;2016;6;2;2016-06;4,0;Personal
GAA16CA306;2016-06-11 11:30:00+00:00;York;South Carolina;Minor;0,0;0,0;1,0;1,0;0,0;35,028057;-81,252777;S.O.C.A.T.A.;RALLYE 150;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;1,0;Personal
CEN16LA217;2016-06-11 09:15:00+00:00;Westport;Oklahoma;Minor;0,0;0,0;1,0;1,0;0,0;36,210556;-96,254447;BELLANCA;17 30;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;1,0;Personal
GAA16CA309;2016-06-11 07:00:00+00:00;Ontario;Oregon;None;0,0;0,0;0,0;0,0;0,0;44,016387;-117,01139;MAULE;MX 7;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
ERA16LA210;2016-06-10 20:30:00+00:00;Nunda;New York;Fatal;1,0;0,0;0,0;0,0;1,0;42,587501;-77,948608;CAMERON;A-225;BALL;;;VMC;;Standing;2016;6;2;2016-06;2,0;Aerial Work
GAA16CA312;2016-06-10 20:30:00+00:00;Gilmer;Texas;None;0,0;0,0;0,0;0,0;0,0;32,698055;-94,94889;PIPER;PA 28;AIR;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;0,0;Instructional
WPR16FA124;2016-06-10 17:10:00+00:00;Hawthorne;California;Fatal;2,0;0,0;0,0;2,0;0,0;33,919998;-118,358055;GRUMMAN AMERICAN AVN.;AA 1B;AIR;REC;Destroyed;VMC;;Takeoff;2016;6;2;2016-06;2,0;Instructional
ERA16CA214;2016-06-10 17:00:00+00:00;Dundee;Mississippi;Minor;0,0;0,0;1,0;1,0;0,0;34,423053;-90,524719;HANSON ROBERT H;PIETENPOL AIRCAMPER;AIR;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;1,0;Personal
CEN16FA214;2016-06-10 16:34:00+00:00;Marion;Illinois;Fatal;1,0;1,0;0,0;2,0;0,0;37,77;-89,006942;CIRRUS DESIGN;SR22;AIR;REC;Destroyed;VMC;;Emergency Descent;2016;6;2;2016-06;2,0;Instructional
ERA16LA213;2016-06-10 16:10:00+00:00;Apopka;Florida;None;0,0;0,0;0,0;0,0;0,0;28,712223;-81,584999;CESSNA;310;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Aerial Work
CEN16LA228;2016-06-10 15:20:00+00:00;Deming;New Mexico;Serious;0,0;2,0;0,0;2,0;0,0;32,2625;-107,718887;CESSNA;172S;AIR;REC;Substantial;VMC;Air America Flight Center LLC;Takeoff;2016;6;2;2016-06;2,0;Business
GAA16CA304;2016-06-10 13:49:00+00:00;Climax;North Carolina;None;0,0;0,0;0,0;0,0;0,0;35,942222;-79,685554;CESSNA;120;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA305;2016-06-10 12:30:00+00:00;Pasco;Washington;Minor;0,0;0,0;1,0;1,0;0,0;46,266666;-119,118331;CESSNA;172;AIR;REC;Substantial;VMC;BERGSTROM AIRCRAFT INC.;Landing;2016;6;2;2016-06;1,0;Instructional
ERA16CA211;2016-06-10 09:40:00+00:00;Williamsburg;Virginia;Serious;0,0;1,0;1,0;2,0;0,0;37,239166;-76,71611;PIPER;PA-28;AIR;REC;Substantial;VMC;;Approach;2016;6;2;2016-06;2,0;Personal
ERA16LA209;2016-06-10 09:00:00+00:00;Brunswick;North Carolina;Fatal;1,0;0,0;0,0;1,0;0,0;34,127498;-78,339721;WSK PZL MIELEC;M 18A;AIR;TP;Destroyed;VMC;CANAM AVIATORS INC;Maneuvering;2016;6;2;2016-06;1,0;Aerial Work
GAA16CA299;2016-06-10 08:45:00+00:00;Sunrise Beach Village;Texas;Minor;0,0;0,0;2,0;2,0;0,0;30,599445;-98,409446;BAREISS DAVID A;TANGO 2;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;2,0;Personal
GAA16CA314;2016-06-09 16:45:00+00:00;Lincoln Park;New Jersey;None;0,0;0,0;0,0;0,0;0,0;40,947498;-74,314445;PIPER;PA 32;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
CEN16LA213;2016-06-09 16:30:00+00:00;Laureles;Texas;Minor;0,0;0,0;1,0;1,0;0,0;26,109167;-97,494163;BELL;47G 5;HELI;REC;Substantial;VMC;HENDRICKSON FLYING SERVICE INC;Maneuvering;2016;6;2;2016-06;1,0;Aerial Work
CEN16FA212;2016-06-09 15:21:00+00:00;Wishek;North Dakota;Fatal;3,0;0,0;0,0;3,0;0,0;46,24472;-99,544723;PIPER;PA 28-140;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;3,0;Personal
GAA16CA302;2016-06-09 15:00:00+00:00;Rowesville;South Carolina;None;0,0;0,0;0,0;0,0;0,0;33,414165;-80,811386;PIPER;PA 28;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;0,0;Personal
CEN16FA211;2016-06-09 13:09:00+00:00;Houston;Texas;Fatal;3,0;0,0;0,0;3,0;0,0;29,659999;-95,289443;CIRRUS DESIGN;SR20;AIR;REC;Substantial;VMC;SAFE AVIATION LLC;Approach;2016;6;2;2016-06;3,0;Personal
GAA16CA300;2016-06-09 13:00:00+00:00;Moundsville;West Virginia;Minor;0,0;0,0;1,0;1,0;0,0;39,880832;-80,735557;COSTRUZIONI AERONAUTICHE TECNA;P2002 SIERRA;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;1,0;Personal
GAA16CA337;2016-06-09 10:00:00+00:00;Buena Vista;Colorado;None;0,0;0,0;0,0;0,0;0,0;38,816665;-106,121665;CESSNA;T210;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA298;2016-06-09 07:30:00+00:00;Stanley;Idaho;None;0,0;0,0;0,0;0,0;0,0;44,414722;-115,319168;CESSNA;182;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;0,0;Instructional
GAA16CA294;2016-06-08 17:15:00+00:00;Fredericksburg;Virginia;None;0,0;0,0;0,0;0,0;0,0;38,266109;-77,449447;BELLANCA;17 30;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
CEN16FA210;2016-06-08 17:00:00+00:00;Pine Bluff;Arkansas;Fatal;1,0;0,0;1,0;2,0;0,0;34,116111;-92,210556;CESSNA;175;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;2,0;Personal
GAA16CA301;2016-06-08 16:57:00+00:00;Urbana;Ohio;None;0,0;0,0;0,0;0,0;0,0;40,130279;-83,754447;CESSNA;172;AIR;REC;Substantial;VMC;AVIATION SALES INC.;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA292;2016-06-08 13:30:00+00:00;Rochester;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;42,75111;-88,251113;AERONCA;7BCM;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA316;2016-06-08 13:30:00+00:00;Cornelia;Georgia;None;0,0;0,0;0,0;0,0;0,0;34,499721;-83,556663;CESSNA;172;AIR;REC;Substantial;VMC;Ray and Brenda Reed;Landing;2016;6;2;2016-06;0,0;Instructional
GAA16CA315;2016-06-08 13:25:00+00:00;State College;Pennsylvania;None;0,0;0,0;0,0;0,0;0,0;40,849166;-77,848609;SEELA GERALD L;GLASAIR SH 2F;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA293;2016-06-08 12:05:00+00:00;Hastings;Minnesota;None;0,0;0,0;0,0;0,0;0,0;44,651943;-92,866111;BELL;47G;HELI;TS;Substantial;VMC;;Takeoff;2016;6;2;2016-06;0,0;Aerial Work
GAA16LA329;2016-06-08 11:30:00+00:00;Batesville;Indiana;Serious;0,0;1,0;0,0;1,0;0,0;39,343887;-85,258613;MINI MAX;1200;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;1,0;Personal
GAA16CA295;2016-06-07 22:00:00+00:00;Thomson;Georgia;None;0,0;0,0;0,0;0,0;0,0;33,529167;-82,510559;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Instructional
GAA16CA291;2016-06-07 17:45:00+00:00;Manning;South Carolina;Minor;0,0;0,0;1,0;1,0;0,0;33,585834;-80,208885;BILLY AMERSON;STOL CH 750;AIR;REC;Substantial;VMC;DBN 750 STOL LLC.;Landing;2016;6;2;2016-06;1,0;Personal
GAA16CA290;2016-06-07 17:30:00+00:00;Beaumont;Texas;None;0,0;0,0;0,0;0,0;0,0;30,001943;-94,177223;ROBINSON;R66;HELI;REC;Substantial;VMC;;Standing;2016;6;2;2016-06;0,0;Personal
GAA16CA297;2016-06-07 14:00:00+00:00;Chireno;Texas;None;0,0;0,0;0,0;0,0;0,0;31,566944;-94,339164;ROBINSON;R44;HELI;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA296;2016-06-07 13:28:00+00:00;Cahokia/St. Louis;Illinois;None;0,0;0,0;0,0;0,0;0,0;38,570278;-90,154998;ROBINSON;R22;HELI;REC;Substantial;VMC;MY SKY LLC;Maneuvering;2016;6;2;2016-06;0,0;Business
CEN16FA209;2016-06-07 10:20:00+00:00;De Smet;South Dakota;Fatal;1,0;1,0;0,0;2,0;0,0;44,285556;-97,459167;PRUSS RICHARD S;KITFOX IV;AIR;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;2,0;Personal
ERA16LA204;2016-06-06 17:59:00+00:00;Stafford;Virginia;Serious;0,0;1,0;0,0;1,0;0,0;38,392223;-77,316665;BOBBI BOUCHER;DUO DEUCE;AIR;REC;Substantial;VMC;;Initial Climb;2016;6;2;2016-06;1,0;Aerial Work
CEN16LA219;2016-06-06 17:30:00+00:00;Decatur;Texas;None;0,0;0,0;0,0;0,0;0,0;33,264167;-97,46611;FLOHR DAVID J;R 80 TIGER MOTH;AIR;REC;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;0,0;Personal
ANC16LA029;2016-06-06 15:30:00+00:00;Fairbanks;Alaska;None;0,0;0,0;0,0;0,0;0,0;64,964164;-148,411666;AIR TRACTOR;AT 802;AIR;TP;Substantial;VMC;EVERTS AIR FUEL, INC.;Enroute;2016;6;2;2016-06;0,0;Aerial Work
CEN16LA208;2016-06-06 13:16:00+00:00;Ropesville;Texas;Serious;0,0;1,0;0,0;1,0;0,0;33,413333;-102,154167;AIR TRACTOR;AT-502;AIR;TP;Destroyed;VMC;T-C Aerial LLC;Maneuvering;2016;6;2;2016-06;1,0;Aerial Work
GAA16CA286;2016-06-06 12:00:00+00:00;Arlington;Washington;None;0,0;0,0;0,0;0,0;0,0;48,160831;-122,159164;CESSNA;172;AIR;REC;Substantial;VMC;Mission Aviation Training Academy;Landing;2016;6;2;2016-06;0,0;Personal
WPR16FA120;2016-06-06 07:45:00+00:00;De Smet;Idaho;Fatal;1,0;0,0;0,0;1,0;0,0;47,148334;-116,98722;ROCKWELL;S2R;AIR;TP;Substantial;VMC;;Maneuvering;2016;6;2;2016-06;1,0;Aerial Work
GAA16CA288;2016-06-05 16:20:00+00:00;Henderson;Arkansas;None;0,0;0,0;0,0;0,0;0,0;36,299999;-92,216392;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
ERA16CA203;2016-06-05 12:05:00+00:00;Fairfield;New Jersey;None;0,0;0,0;0,0;0,0;0,0;40,875278;-74,281387;BEECH;F33A;AIR;REC;Substantial;IMC;;Approach;2016;6;2;2016-06;0,0;Personal
