NtsbNo;EventDate;City;State;HighestInjuryLevel;FatalInjuryCount;SeriousInjuryCount;MinorInjuryCount;OnboardInjuryCount;OnGroundInjuryCount;Latitude;Longitude;Make;Model;AirCraftCategory;EngineType;AirCraftDamage;WeatherCondition;Operator;BroadPhaseofFlight;Year;Month;Quarter;YearMonth;TotalInjuries;OperationSegment
GAA16CA289;2016-06-05 11:30:00+00:00;Lone Pine;California;None;0,0;0,0;0,0;0,0;0,0;36,80722;-117,781669;AMERICAN;AA 1A;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA285;2016-06-05 10:00:00+00:00;Hamilton;Montana;None;0,0;0,0;0,0;0,0;0,0;46,255832;-114,125556;MAULE;M5;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
DCA16CA182;2016-06-05 09:30:00+00:00;Las Vegas;Nevada;Serious;0,0;1,0;0,0;1,0;0,0;36,080001;-115,152221;BOEING;737-932ER;AIR;TF;;VMC;Delta Air Lines;Approach;2016;6;2;2016-06;1,0;Commercial Scheduled
GAA16CA284;2016-06-05 06:44:00+00:00;Ferndale;Montana;None;0,0;0,0;0,0;0,0;0,0;48,060554;-114,001113;BELLANCA;7GCBC;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;0,0;Personal
GAA16CA308;2016-06-05 06:30:00+00:00;Fort Dodge;Iowa;None;0,0;0,0;0,0;0,0;0,0;42,552501;-94,183334;CESSNA;208;AIR;TP;Substantial;VMC;MULTI AERO INC.;Standing;2016;6;2;2016-06;0,0;Commercial Scheduled
GAA16CA276;2016-06-04 17:30:00+00:00;Williamstown;New Jersey;None;0,0;0,0;0,0;0,0;0,0;39,629444;-75,024719;MOONEY;M20C;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA281;2016-06-04 10:30:00+00:00;Black Diamond;Washington;Minor;0,0;0,0;1,0;1,0;0,0;47,266944;-122,067779;AMERICAN CHAMPION;8KCAB;AIR;REC;Substantial;VMC;;Landing;2016;6;2;2016-06;1,0;Personal
GAA16CA277;2016-06-03 20:00:00+00:00;Loda;Illinois;Minor;0,0;0,0;1,0;1,0;0,0;40,558334;-88,067222;PIPER;PA 24;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;1,0;Personal
ERA16LA202;2016-06-03 13:45:00+00:00;Mountain City;Tennessee;Minor;0,0;0,0;1,0;1,0;0,0;36,474723;-81,804725;BELL;407;HELI;TS;Substantial;VMC;PHI AIR MEDICAL;Initial Climb;2016;6;2;2016-06;1,0;Commercial Non-Scheduled
CEN16LA207;2016-06-03 10:30:00+00:00;Alamo;Texas;Minor;0,0;0,0;1,0;1,0;0,0;26,19111;-98,115554;SMITH CAPELLA;FW2R;AIR;REC;Substantial;VMC;;Enroute;2016;6;2;2016-06;1,0;Personal
GAA16CA280;2016-06-02 20:10:00+00:00;Prospect Heights;Illinois;None;0,0;0,0;0,0;0,0;0,0;42,115554;-87,903053;STAUDACHER AIRCRAFT;S 300;AIR;REC;Substantial;VMC;PETERSEN, ALFRED C.;Landing;2016;6;2;2016-06;0,0;Personal
GAA16CA279;2016-06-02 10:00:00+00:00;Las Vegas;Nevada;None;0,0;0,0;0,0;0,0;0,0;36,209167;-115,195274;ROBINSON;R44;HELI;REC;Substantial;VMC;702 HELICOPTER INC.;Takeoff;2016;6;2;2016-06;0,0;Instructional
WPR16LA127;2016-06-02 02:20:00+00:00;Seattle;Washington;None;0,0;0,0;0,0;0,0;0,0;47,529998;-122,30194;PIPER;PA46;AIR;TP;Substantial;VMC;;Approach;2016;6;2;2016-06;0,0;Personal
CEN16LA203;2016-06-01 20:46:00+00:00;Penwell;Texas;Fatal;1,0;0,0;0,0;1,0;0,0;31,747777;-102,548057;CESSNA;150;AIR;REC;Destroyed;VMC;LM Air Patrol Service, Inc.;Enroute;2016;6;2;2016-06;1,0;Personal
GAA16CA303;2016-06-01 11:45:00+00:00;Nicolaus;California;None;0,0;0,0;0,0;0,0;0,0;38,911109;-121,559448;AIR TRACTOR;AT 502;AIR;TP;Substantial;VMC;FARM AIR Flying Service INC;Maneuvering;2016;6;2;2016-06;0,0;Aerial Work
GAA16CA271;2016-06-01 10:30:00+00:00;Elk River;Idaho;Minor;0,0;0,0;1,0;1,0;0,0;46,791389;-116,175834;CESSNA;182;AIR;REC;Substantial;VMC;;Takeoff;2016;6;2;2016-06;1,0;Personal
ERA16LA200;2016-06-01 09:00:00+00:00;Toughkenamon;Pennsylvania;Minor;0,0;0,0;2,0;2,0;0,0;39,830554;-75,780555;AERONCA;7AC;AIR;REC;Substantial;VMC;;Approach;2016;6;2;2016-06;2,0;Instructional
GAA16CA278;2016-05-31 18:35:00+00:00;Wadsworth;Ohio;None;0,0;0,0;0,0;0,0;0,0;41,002498;-81,754997;PIPER;PA24;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Instructional
GAA16CA274;2016-05-31 15:45:00+00:00;Zanesville;Ohio;Minor;0,0;0,0;2,0;2,0;0,0;40,007221;-82,012496;KOONS DONALD H;CYGNET;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;2,0;Personal
GAA16CA340;2016-05-31 12:30:00+00:00;Lumberton;New Jersey;None;0,0;0,0;0,0;0,0;0,0;39,942779;-74,845832;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16LA199;2016-05-31 10:45:00+00:00;Elberta;Alabama;None;0,0;0,0;0,0;0,0;0,0;30,424444;-87,535278;AMERICAN LEGEND AIRCRAFT;AL3;AIR;REC;Substantial;VMC;;Initial Climb;2016;5;2;2016-05;0,0;Personal
GAA16CA282;2016-05-30 12:30:00+00:00;Gerlach;Nevada;None;0,0;0,0;0,0;0,0;0,0;40,757221;-119,212776;G ELWIN HALVORSEN;PA18WB/L21-180;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA265;2016-05-30 10:26:00+00:00;Laurel;Montana;Minor;0,0;0,0;1,0;1,0;0,0;45,704444;-108,759445;PIPER;PA 18-150;AIR;REC;Substantial;VMC;Tri-W Inc.;Landing;2016;5;2;2016-05;1,0;Personal
GAA16CA275;2016-05-30 10:00:00+00:00;Saginaw;Michigan;None;0,0;0,0;0,0;0,0;0,0;43,537498;-84,074447;CESSNA;170;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16LA201;2016-05-30 04:00:00+00:00;Fordsville;Kentucky;Fatal;1,0;0,0;0,0;1,0;0,0;37,672222;-86,63639;CRIQUET AVIATION BOGOTA COLUMB;STORCH FI-156;AIR;REC;Destroyed;VMC;;Unknown;2016;5;2;2016-05;1,0;Personal
CEN16LA206;2016-05-30 03:30:00+00:00;Clintonville;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;44,613334;-88,730834;BEECH;A23-24;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16CA197;2016-05-29 19:15:00+00:00;Warner;New Hampshire;Serious;0,0;1,0;1,0;2,0;0,0;43,253612;-71,86444;AMERICAN CHAMPION;7GCBC;AIR;REC;Substantial;VMC;;Maneuvering;2016;5;2;2016-05;2,0;Personal
GAA16CA270;2016-05-29 13:00:00+00:00;Mack;Colorado;None;0,0;0,0;0,0;0,0;0,0;39,268333;-108,86444;RAINBOW SKY REACH (PTY);BUSHCAT;AIR;REC;Substantial;VMC;EXECUTIVE AIRCRAFT AND JEWELRY LLC.;Landing;2016;5;2;2016-05;0,0;Personal
CEN16LA202;2016-05-29 11:00:00+00:00;Carlsbad;New Mexico;None;0,0;0,0;0,0;0,0;0,0;32,337501;-104,263336;HARRY OAS;Pitts S1C;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA273;2016-05-29 10:00:00+00:00;Shulin Lake;Alaska;Minor;0,0;0,0;2,0;2,0;0,0;62,080833;-150,490829;PIPER;PA 18;AIR;REC;Substantial;VMC;AK AC LLC;Landing;2016;5;2;2016-05;2,0;Personal
GAA16CA266;2016-05-29 09:45:00+00:00;Pine Bluff;Arkansas;Minor;0,0;0,0;2,0;2,0;0,0;34,174446;-91,935554;CESSNA;177;AIR;REC;Substantial;VMC;;Maneuvering;2016;5;2;2016-05;2,0;Personal
GAA16CA283;2016-05-28 16:35:00+00:00;Spring Branch;Texas;None;0,0;0,0;0,0;0,0;0,0;29,5025;-98,243888;ROBINSON;R44;HELI;REC;Substantial;VMC;FLYING HELICOPTERS INC;Taxi;2016;5;2;2016-05;0,0;Personal
WPR16FA118;2016-05-28 15:15:00+00:00;Santa Paula;California;Fatal;2,0;0,0;0,0;2,0;0,0;34,322776;-119,149169;MOORE JOSEPH O;VARIEZE;AIR;REC;Destroyed;VMC;;Maneuvering;2016;5;2;2016-05;2,0;Personal
WPR16FAMS1;2016-05-28 12:57:00+00:00;Avalon;California;Fatal;2,0;0,0;0,0;2,0;0,0;33,403057;-118,409446;CESSNA;172N;AIR;REC;Destroyed;IMC;Encore Flight Academy;Unknown;2016;5;2;2016-05;2,0;Instructional
GAA16CA269;2016-05-28 12:00:00+00:00;Midland;Texas;Minor;0,0;0,0;1,0;1,0;0,0;31,940555;-102,198608;LUSCOMBE;8;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;1,0;Personal
ERA16LA195;2016-05-27 19:30:00+00:00;New York;New York;Fatal;1,0;0,0;0,0;1,0;0,0;40,791667;-73,985275;REPUBLIC;P 47D;AIR;REC;Substantial;VMC;American Airpower Museum;Enroute;2016;5;2;2016-05;1,0;Aerial Work
GAA16CA267;2016-05-27 14:09:00+00:00;ALBUQUERQUE;New Mexico;Minor;0,0;0,0;1,0;1,0;0,0;35,020557;-106,587776;CESSNA;150;AIR;REC;Substantial;VMC;;Enroute;2016;5;2;2016-05;1,0;Instructional
GAA16CA528;2016-05-27 14:00:00+00:00;Jacksonville;Florida;None;0,0;0,0;0,0;0,0;0,0;30,277778;-81,805831;DIAMOND AIRCRAFT IND;DA 40;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA311;2016-05-27 13:30:00+00:00;Groveland;California;Minor;0,0;0,0;1,0;1,0;0,0;37,862499;-120,179443;CHAMPION;AERONCA 7AC;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;1,0;Personal
GAA16CA287;2016-05-27 11:00:00+00:00;Palmer;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,179721;-148,693054;PIPER;PA 18;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
WPR16LA117;2016-05-27 10:50:00+00:00;Minden;Nevada;None;0,0;0,0;0,0;0,0;0,0;39,000556;-119,751113;HOWELL BOB;HOWELL SPECIAL;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
CEN16LA201;2016-05-27 09:15:00+00:00;Sioux Falls;South Dakota;None;0,0;0,0;0,0;0,0;0,0;43,582778;-96,742774;CESSNA;402B;AIR;REC;Substantial;VMC;;Approach;2016;5;2;2016-05;0,0;Instructional
GAA16CA261;2016-05-25 13:36:00+00:00;Blairstown;New Jersey;Serious;0,0;1,0;0,0;1,0;0,0;41,310001;-74,5625;ROLLADEN-SCHNEIDER OHG;LS3;GLI;;Substantial;VMC;;Enroute;2016;5;2;2016-05;1,0;Personal
WPR16CA121;2016-05-25 10:37:00+00:00;Brookings;Oregon;Serious;0,0;1,0;0,0;1,0;0,0;42,071109;-124,287223;CHAMPION;7ECA;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;1,0;Personal
GAA16CA260;2016-05-24 16:30:00+00:00;Anchorage;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,187221;-149,965835;CESSNA;A185;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16FA194;2016-05-24 16:25:00+00:00;Rhoadesville;Virginia;Fatal;2,0;0,0;0,0;2,0;0,0;38,265277;-77,85778;JIHLAVAN AIRPLANES SRO;KP 5 ASA;AIR;REC;Destroyed;VMC;;Uncontrolled Descent;2016;5;2;2016-05;2,0;Instructional
GAA16CA259;2016-05-24 13:25:00+00:00;Reno;Nevada;None;0,0;0,0;0,0;0,0;0,0;39,29;-119,510002;CESSNA;182;AIR;REC;Substantial;VMC;EXTREME SOURCE INC.;Enroute;2016;5;2;2016-05;0,0;Personal
CEN16LA193;2016-05-24 10:10:00+00:00;Cozad;Nebraska;Minor;0,0;0,0;1,0;1,0;0,0;40,947776;-99,930831;PIPER;PA 18-150;AIR;REC;Substantial;VMC;Gothenburg Flying Service, Inc.;Maneuvering;2016;5;2;2016-05;1,0;Aerial Work
CEN16LA197;2016-05-23 21:56:00+00:00;Texarkana;Arkansas;Minor;0,0;0,0;3,0;3,0;0,0;33,441665;-94,03778;CESSNA;501;AIR;TF;Substantial;VMC;EAGLE II AERO LLC;Enroute;2016;5;2;2016-05;3,0;Other / Unknown
ERA16LA193;2016-05-23 16:00:00+00:00;Melrose;Florida;Minor;0,0;0,0;1,0;1,0;0,0;29,718334;-81,980552;CESSNA;152;AIR;REC;Substantial;VMC;SUNRISE AVIATION INC;Enroute;2016;5;2;2016-05;1,0;Personal
WPR16LA119;2016-05-23 11:37:00+00:00;Waianae;Hawaii;Minor;0,0;0,0;2,0;2,0;0,0;21,463611;-158,21527;BEECH;C23;AIR;REC;Substantial;VMC;;Enroute;2016;5;2;2016-05;2,0;Personal
WPR16LA122;2016-05-23 09:45:00+00:00;Lodi;California;Minor;0,0;0,0;1,0;1,0;0,0;38,130001;-121,169998;RANS;S 5;AIR;REC;Substantial;VMC;;Approach;2016;5;2;2016-05;1,0;Personal
GAA16CA272;2016-05-23 09:30:00+00:00;Chinita Bay;Alaska;None;0,0;0,0;0,0;0,0;0,0;60,660297;-150,900268;CESSNA;U206G;AIR;REC;Substantial;VMC;RUSTAIR INC;Taxi;2016;5;2;2016-05;0,0;Commercial Non-Scheduled
WPR16FA116;2016-05-23 09:22:00+00:00;Hanapepe;Hawaii;Fatal;5,0;0,0;0,0;5,0;0,0;21,895833;-159,599716;CESSNA;182;AIR;REC;Destroyed;VMC;D & J AIR ADVENTURES INC;Takeoff;2016;5;2;2016-05;5,0;Aerial Work
CEN16LA190;2016-05-22 16:00:00+00:00;Marine City;Michigan;None;0,0;0,0;0,0;0,0;0,0;42,721389;-82,596389;BEECH;C24R;AIR;REC;Substantial;VMC;;Approach;2016;5;2;2016-05;0,0;Personal
GAA16CA254;2016-05-22 15:00:00+00:00;Griffin;Georgia;None;0,0;0,0;0,0;0,0;0,0;33,255001;-84,400276;BEECH;A36;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
WPR16FA115;2016-05-22 13:32:00+00:00;Santa Monica;California;None;0,0;0,0;0,0;0,0;0,0;34,02111;-118,445274;CZECH AIRCRAFT WORKS SPOL SRO;SPORTCRUISER;AIR;REC;Substantial;VMC;SANTA MONICA FLYERS INC;Takeoff;2016;5;2;2016-05;0,0;Instructional
ERA16LA191;2016-05-22 13:30:00+00:00;Lawrenceburg;Tennessee;Minor;0,0;0,0;2,0;2,0;0,0;35,234443;-87,258056;SIKES;Zenith CH750 STOL;AIR;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;2,0;Personal
GAA16CA264;2016-05-21 19:15:00+00:00;Seward;Alaska;None;0,0;0,0;0,0;0,0;0,0;60,126667;-149,419998;PIPER;PA18;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Instructional
GAA16CA255;2016-05-21 16:20:00+00:00;Braham;Minnesota;Minor;0,0;0,0;2,0;2,0;0,0;45,766109;-93,184448;JOHN STEVEN CATURIA;REPLICA PA18;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;2,0;Personal
GAA16CA250;2016-05-21 11:00:00+00:00;Calhan;Colorado;None;0,0;0,0;0,0;0,0;0,0;39,045555;-104,293052;CESSNA;182;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA258;2016-05-21 09:00:00+00:00;Waitsburg;Washington;None;0,0;0,0;0,0;0,0;0,0;46,237499;-118,139167;BELL;OH 58;HELI;TS;Substantial;VMC;WILBUR-ELLIS CO;Emergency Descent;2016;5;2;2016-05;0,0;Aerial Work
GAA16CA262;2016-05-20 15:16:00+00:00;Westminster;Maryland;None;0,0;0,0;0,0;0,0;0,0;39,466945;-77,016944;PIPER;PA 18A;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA249;2016-05-20 13:10:00+00:00;El Cajon;California;None;0,0;0,0;0,0;0,0;0,0;32,82722;-116,972778;BOEING;B75;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
WPR16LA114;2016-05-20 11:00:00+00:00;Fruitland;Utah;Serious;0,0;2,0;0,0;2,0;0,0;40,124168;-111,001663;MICHAEL BURTON;Calidus;GYRO;REC;Substantial;VMC;;Enroute;2016;5;2;2016-05;2,0;Personal
GAA16CA268;2016-05-19 19:00:00+00:00;Newport News;Virginia;None;0,0;0,0;0,0;0,0;0,0;37,127777;-76,495834;CESSNA;172;AIR;REC;Substantial;VMC;Freedom Aviation;Landing;2016;5;2;2016-05;0,0;Instructional
CEN16LA196;2016-05-19 18:30:00+00:00;West Des Moines;Iowa;Serious;0,0;1,0;1,0;2,0;0,0;41,526111;-93,741111;WACO CLASSIC AIRCRAFT;YMF;AIR;REC;Substantial;VMC;;Enroute;2016;5;2;2016-05;2,0;Personal
GAA16CA257;2016-05-19 15:00:00+00:00;Vinton;Iowa;None;0,0;0,0;0,0;0,0;0,0;42,218612;-92,023056;AERONCA;11AC;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16LA192;2016-05-19 13:20:00+00:00;Batavia;New York;None;0,0;0,0;0,0;0,0;0,0;43,029167;-78,165;PIPER;PA 28-180;AIR;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;0,0;Instructional
ERA16FA188;2016-05-19 11:39:00+00:00;Sevierville;Tennessee;Fatal;1,0;0,0;0,0;1,0;0,0;35,857498;-83,519721;BEECH;D35;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;1,0;Personal
GAA16CA248;2016-05-19 10:45:00+00:00;BLUE BELL;Pennsylvania;None;0,0;0,0;0,0;0,0;0,0;40,13861;-75,26361;LUSCOMBE;8;AIR;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;0,0;Instructional
GAA16CA247;2016-05-18 19:20:00+00:00;Redding;California;None;0,0;0,0;0,0;0,0;0,0;40,569721;-122,406669;CESSNA;182;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA252;2016-05-18 19:00:00+00:00;Nikolai Creek;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,104442;-151,37416;PIPER;PA 20;AIR;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;0,0;Personal
CEN16TA194;2016-05-18 15:20:00+00:00;Mason;Michigan;None;0,0;0,0;0,0;0,0;0,0;42,569999;-84,419998;NORTH AMERICAN;AT6;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA245;2016-05-18 12:00:00+00:00;Carbondale;Illinois;None;0,0;0,0;0,0;0,0;0,0;37,778888;-89,248336;CESSNA;172;AIR;REC;Substantial;VMC;SOUTHERN ILLINOIS UNIVERSITY;Landing;2016;5;2;2016-05;0,0;Instructional
CEN16FA188;2016-05-18 09:01:00+00:00;Sheridan Lake;Colorado;Fatal;1,0;0,0;0,0;1,0;0,0;38,494998;-102,29;CESSNA;P210N;AIR;REC;Substantial;VMC;;Maneuvering;2016;5;2;2016-05;1,0;Personal
WPR16FA112;2016-05-17 18:42:00+00:00;Mesa;Arizona;Fatal;2,0;0,0;0,0;2,0;0,0;33,460834;-111,728332;NORTH AMERICAN;AT 6;AIR;REC;Destroyed;VMC;;Maneuvering;2016;5;2;2016-05;2,0;Business
GAA16CA242;2016-05-17 16:30:00+00:00;Grass Valley;California;Minor;0,0;0,0;1,0;1,0;0,0;39,223331;-121,004165;VAN B ANTHONY;ZODIAC;AIR;REC;Destroyed;VMC;;Landing;2016;5;2;2016-05;1,0;Personal
ERA16FA189;2016-05-16 22:42:00+00:00;Wantage;New Jersey;Fatal;1,0;0,0;0,0;1,0;0,0;41,293334;-74,585281;CESSNA;210;AIR;REC;Substantial;VMC;;Unknown;2016;5;2;2016-05;1,0;Personal
ERA16FA186;2016-05-16 16:46:00+00:00;Homestead;Florida;Serious;0,0;1,0;1,0;2,0;0,0;25,498056;-80,558334;PIPER;PA28;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;2,0;Personal
ERA16LA190;2016-05-16 11:06:00+00:00;Lake City;Florida;None;0,0;0,0;0,0;0,0;0,0;30,181943;-82,576942;CESSNA;R182;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16FA185;2016-05-16 08:35:00+00:00;Tupelo;Mississippi;Fatal;4,0;0,0;0,0;4,0;0,0;34,29111;-88,765274;BEECH;A36TC;AIR;REC;Destroyed;VMC;;Takeoff;2016;5;2;2016-05;4,0;Personal
CEN16LA192;2016-05-15 21:00:00+00:00;New Roads;Louisiana;None;0,0;0,0;0,0;0,0;0,0;30,718334;-91,478614;CESSNA;T206H;AIR;REC;Substantial;VMC;LOS CAZADORES AVIATION LLC;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA244;2016-05-15 16:25:00+00:00;Frankton;Indiana;Minor;0,0;0,0;1,0;1,0;0,0;40,209445;-85,808609;SCHLEICHER;ASW 19;GLI;;Substantial;VMC;;Approach;2016;5;2;2016-05;1,0;Personal
CEN16LA186;2016-05-15 14:30:00+00:00;Alpine;Texas;None;0,0;0,0;0,0;0,0;0,0;30,384166;-103,683609;PIPER;PA 32R;AIR;REC;Substantial;VMC;;Initial Climb;2016;5;2;2016-05;0,0;Personal
GAA16CA233;2016-05-15 12:30:00+00:00;St. George;Utah;None;0,0;0,0;0,0;0,0;0,0;37,036945;-113,510559;CESSNA;180;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA234;2016-05-15 10:30:00+00:00;Pahokee;Florida;None;0,0;0,0;0,0;0,0;0,0;26,784166;-80,693336;CIRRUS DESIGN;SR22;AIR;REC;Substantial;VMC;;Initial Climb;2016;5;2;2016-05;0,0;Personal
WPR16FA111;2016-05-15 08:29:00+00:00;Altadena;California;Fatal;1,0;0,0;0,0;1,0;0,0;34,224723;-118,139442;CESSNA;R182;AIR;REC;Destroyed;IMC;;Approach;2016;5;2;2016-05;1,0;Personal
DCA16CA153;2016-05-14 19:00:00+00:00;Philadelphia;Pennsylvania;Serious;0,0;1,0;0,0;1,0;0,0;39,874443;-75,241943;AIRBUS INDUSTRIE;A320 214;AIR;TF;;Unknown;AMERICAN AIRLINES INC;Approach;2016;5;2;2016-05;1,0;Commercial Scheduled
GAA16CA240;2016-05-14 18:00:00+00:00;Tybee Island;Georgia;None;0,0;0,0;0,0;0,0;0,0;31,97611;-80,854446;MILLS GREGORY T;AIR COMMANDER LRT;GYRO;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;0,0;Personal
ERA16FA182;2016-05-14 16:47:00+00:00;Atlanta;Georgia;Fatal;1,0;0,0;0,0;1,0;0,0;33,875556;-84,303054;GREG CONNELL;PITTS S-2SW;AIR;REC;Destroyed;VMC;;Maneuvering;2016;5;2;2016-05;1,0;Other / Unknown
GAA16CA235;2016-05-14 15:26:00+00:00;Williamsburg;Virginia;None;0,0;0,0;0,0;0,0;0,0;37,239166;-76,71611;CESSNA;182P;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA256;2016-05-14 15:00:00+00:00;South St Paul;Minnesota;None;0,0;0,0;0,0;0,0;0,0;44,8525;-93,03083;CIRRUS DESIGN;SR20;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
CEN16LA181;2016-05-14 13:45:00+00:00;West;Texas;Fatal;1,0;0,0;0,0;1,0;0,0;31,840833;-97,074165;AIR TRACTOR;AT 502;AIR;TP;Destroyed;VMC;Gerik Ag LLC;Maneuvering;2016;5;2;2016-05;1,0;Aerial Work
ANC16CA027;2016-05-14 13:45:00+00:00;Wasilla;Alaska;None;0,0;0,0;0,0;0,0;0,0;62,572776;-149,538894;CESSNA;180;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
ERA16LA184;2016-05-14 13:10:00+00:00;Hedgesville;West Virginia;Serious;0,0;1,0;1,0;2,0;0,0;39,574722;-77,971389;GLOBE;GC 1B;AIR;REC;Substantial;VMC;;Initial Climb;2016;5;2;2016-05;2,0;Personal
WPR16LA113;2016-05-14 11:00:00+00:00;Delano;California;Minor;0,0;0,0;1,0;1,0;0,0;35,722499;-119,2275;BEECH;C23;AIR;REC;Substantial;VMC;;Enroute;2016;5;2;2016-05;1,0;Personal
GAA16CA253;2016-05-14 08:35:00+00:00;Shawnee;Oklahoma;None;0,0;0,0;0,0;0,0;0,0;35,357223;-96,942779;CESSNA;172;AIR;REC;Substantial;VMC;CIVIL AIR PATROL INC;Taxi;2016;5;2;2016-05;0,0;Personal
WPR16LA110;2016-05-13 15:30:00+00:00;Mojave;California;Minor;0,0;0,0;1,0;1,0;0,0;35,058887;-118,150558;SEGUIN;Quickie;AIR;TJ;Destroyed;VMC;;Approach;2016;5;2;2016-05;1,0;Aerial Work
ERA16LA183;2016-05-13 14:30:00+00:00;Gallatin;Tennessee;None;0,0;0,0;0,0;0,0;0,0;36,373332;-86,408332;PIPER;PA 22;AIR;REC;Substantial;VMC;HARMS GREGORY F;Initial Climb;2016;5;2;2016-05;0,0;Personal
WPR16LA109;2016-05-13 14:15:00+00:00;Las Vegas;Nevada;None;0,0;0,0;0,0;0,0;0,0;36,210556;-115,193611;CESSNA;172RG;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
GAA16CA243;2016-05-13 13:50:00+00:00;Crystal River;Florida;None;0,0;0,0;0,0;0,0;0,0;28,867776;-82,570274;PIPER;PA-28;AIR;REC;Substantial;VMC;ATP USA, INC.;Takeoff;2016;5;2;2016-05;0,0;Personal
WPR16LA108;2016-05-13 13:15:00+00:00;California City;California;Minor;0,0;0,0;2,0;2,0;0,0;35,151111;-118,01667;CESSNA;180;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;2,0;Personal
GAA16CA238;2016-05-13 11:55:00+00:00;Millersburg;Ohio;None;0,0;0,0;0,0;0,0;0,0;40,536666;-81,955833;WACO;YKS 7;AIR;REC;Substantial;VMC;;Landing;2016;5;2;2016-05;0,0;Personal
CEN16LA200;2016-05-13 09:30:00+00:00;Little Rock;Arkansas;None;0,0;0,0;0,0;0,0;0,0;34,833332;-92,25222;MOONEY;M20;AIR;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;0,0;Personal
CEN16LA185;2016-05-13 08:30:00+00:00;McKinney;Texas;None;0,0;0,0;0,0;0,0;0,0;33,209445;-96,743614;JEWETT BRANDON;RV 6;AIR;REC;Substantial;VMC;;Takeoff;2016;5;2;2016-05;0,0;Personal
CEN16LA183;2016-05-13 08:00:00+00:00;Edmond;Oklahoma;Serious;0,0;1,0;5,0;6,0;0,0;35,666667;-97,614997;CAMERON BALLOONS US;Z-150;BALL;;Substantial;VMC;;Landing;2016;5;2;2016-05;6,0;Business
